chrom	start	end	region	coverage	sample
MN908947.3	20377	20792	SARS-CoV-2_68	64	4538
MN908947.3	20677	21080	SARS-CoV-2_69	548	4538
MN908947.3	20988	21387	SARS-CoV-2_70	393	4538
MN908947.3	21294	21700	SARS-CoV-2_71	31	4538
MN908947.3	21532	21933	SARS-CoV-2_72	435	4538
MN908947.3	21865	22274	SARS-CoV-2_73	12	4538
MN908947.3	22091	22503	SARS-CoV-2_74	21	4538
MN908947.3	22402	22805	SARS-CoV-2_75	19	4538
MN908947.3	22648	23057	SARS-CoV-2_76	346	4538
MN908947.3	22944	23351	SARS-CoV-2_77	335	4538
MN908947.3	23219	23635	SARS-CoV-2_78	521	4538
MN908947.3	23553	23955	SARS-CoV-2_79	31	4538
MN908947.3	23853	24258	SARS-CoV-2_80	24	4538
MN908947.3	24171	24567	SARS-CoV-2_81	149	4538
MN908947.3	24426	24836	SARS-CoV-2_82	1567	4538
MN908947.3	24750	25150	SARS-CoV-2_83	12	4538
MN908947.3	25051	25461	SARS-CoV-2_84	1	4538
MN908947.3	25331	25740	SARS-CoV-2_85	0	4538
MN908947.3	25645	26050	SARS-CoV-2_86	30	4538
MN908947.3	25951	26360	SARS-CoV-2_87	398	4538
MN908947.3	26255	26661	SARS-CoV-2_88	779	4538
MN908947.3	26564	26979	SARS-CoV-2_89	1470	4538
MN908947.3	26873	27283	SARS-CoV-2_90	0	4538
MN908947.3	27152	27560	SARS-CoV-2_91	57	4538
MN908947.3	27447	27855	SARS-CoV-2_92	55	4538
MN908947.3	27700	28104	SARS-CoV-2_93	1210	4538
MN908947.3	27996	28416	SARS-CoV-2_94	562	4538
MN908947.3	28190	28598	SARS-CoV-2_95	522	4538
MN908947.3	28512	28914	SARS-CoV-2_96	772	4538
MN908947.3	28827	29227	SARS-CoV-2_97	88	4538
MN908947.3	29136	29534	SARS-CoV-2_98	420	4538
MN908947.3	29452	29854	SARS-CoV-2_99	181	4538
MN908947.3	25	431	SARS-CoV-2_1	994	4645
MN908947.3	324	727	SARS-CoV-2_2	11372	4645
MN908947.3	644	1044	SARS-CoV-2_3	1868	4645
MN908947.3	944	1362	SARS-CoV-2_4	1082	4645
MN908947.3	1245	1650	SARS-CoV-2_5	1513	4645
MN908947.3	1540	1948	SARS-CoV-2_6	6098	4645
MN908947.3	1851	2250	SARS-CoV-2_7	2299	4645
MN908947.3	2154	2571	SARS-CoV-2_8	4292	4645
MN908947.3	2483	2885	SARS-CoV-2_9	1147	4645
MN908947.3	2826	3210	SARS-CoV-2_10	1020	4645
MN908947.3	3078	3492	SARS-CoV-2_11	965	4645
MN908947.3	3390	3794	SARS-CoV-2_12	994	4645
MN908947.3	3683	4093	SARS-CoV-2_13	521	4645
MN908947.3	3992	4409	SARS-CoV-2_14	912	4645
MN908947.3	4312	4710	SARS-CoV-2_15	2003	4645
MN908947.3	4620	5017	SARS-CoV-2_16	2783	4645
MN908947.3	4923	5331	SARS-CoV-2_17	3001	4645
MN908947.3	5230	5643	SARS-CoV-2_18	3340	4645
MN908947.3	5561	5957	SARS-CoV-2_19	9143	4645
MN908947.3	5867	6272	SARS-CoV-2_20	880	4645
MN908947.3	6184	6582	SARS-CoV-2_21	522	4645
MN908947.3	6478	6885	SARS-CoV-2_22	800	4645
MN908947.3	6747	7148	SARS-CoV-2_23	819	4645
MN908947.3	7057	7467	SARS-CoV-2_24	742	4645
MN908947.3	7381	7770	SARS-CoV-2_25	1306	4645
MN908947.3	7672	8092	SARS-CoV-2_26	1776	4645
MN908947.3	7997	8395	SARS-CoV-2_27	7541	4645
MN908947.3	8304	8714	SARS-CoV-2_28	1596	4645
MN908947.3	8596	9013	SARS-CoV-2_29	2195	4645
MN908947.3	8919	9329	SARS-CoV-2_30	1849	4645
MN908947.3	9168	9564	SARS-CoV-2_31	1059	4645
MN908947.3	9470	9866	SARS-CoV-2_32	2501	4645
MN908947.3	9782	10176	SARS-CoV-2_33	1080	4645
MN908947.3	10076	10491	SARS-CoV-2_34	880	4645
MN908947.3	10393	10810	SARS-CoV-2_35	1136	4645
MN908947.3	10713	11116	SARS-CoV-2_36	836	4645
MN908947.3	11000	11414	SARS-CoV-2_37	1109	4645
MN908947.3	11305	11720	SARS-CoV-2_38	2643	4645
MN908947.3	11624	12033	SARS-CoV-2_39	1094	4645
MN908947.3	11937	12339	SARS-CoV-2_40	907	4645
MN908947.3	12234	12643	SARS-CoV-2_41	4908	4645
MN908947.3	12519	12920	SARS-CoV-2_42	4144	4645
MN908947.3	12831	13240	SARS-CoV-2_43	1637	4645
MN908947.3	13124	13528	SARS-CoV-2_44	3278	4645
MN908947.3	13463	13859	SARS-CoV-2_45	1399	4645
MN908947.3	13752	14144	SARS-CoV-2_46	1060	4645
MN908947.3	14045	14457	SARS-CoV-2_47	837	4645
MN908947.3	14338	14743	SARS-CoV-2_48	845	4645
MN908947.3	14647	15050	SARS-CoV-2_49	1037	4645
MN908947.3	14953	15358	SARS-CoV-2_50	1443	4645
MN908947.3	15214	15619	SARS-CoV-2_51	1834	4645
MN908947.3	15535	15941	SARS-CoV-2_52	1234	4645
MN908947.3	15855	16260	SARS-CoV-2_53	1882	4645
MN908947.3	16112	16508	SARS-CoV-2_54	2974	4645
MN908947.3	16386	16796	SARS-CoV-2_55	6112	4645
MN908947.3	16692	17105	SARS-CoV-2_56	7472	4645
MN908947.3	16986	17405	SARS-CoV-2_57	3616	4645
MN908947.3	17323	17711	SARS-CoV-2_58	3676	4645
MN908947.3	17615	18022	SARS-CoV-2_59	5808	4645
MN908947.3	17911	18328	SARS-CoV-2_60	3549	4645
MN908947.3	18244	18652	SARS-CoV-2_61	3509	4645
MN908947.3	18550	18961	SARS-CoV-2_62	1243	4645
MN908947.3	18869	19277	SARS-CoV-2_63	1192	4645
MN908947.3	19183	19586	SARS-CoV-2_64	705	4645
MN908947.3	19485	19901	SARS-CoV-2_65	1004	4645
MN908947.3	19810	20216	SARS-CoV-2_66	2633	4645
MN908947.3	20090	20497	SARS-CoV-2_67	1681	4645
MN908947.3	20377	20792	SARS-CoV-2_68	2530	4645
MN908947.3	20677	21080	SARS-CoV-2_69	1035	4645
MN908947.3	20988	21387	SARS-CoV-2_70	1432	4645
MN908947.3	21294	21700	SARS-CoV-2_71	4232	4645
MN908947.3	21532	21933	SARS-CoV-2_72	906	4645
MN908947.3	21865	22274	SARS-CoV-2_73	573	4645
MN908947.3	22091	22503	SARS-CoV-2_74	596	4645
MN908947.3	22402	22805	SARS-CoV-2_75	697	4645
MN908947.3	22648	23057	SARS-CoV-2_76	802	4645
MN908947.3	22944	23351	SARS-CoV-2_77	1686	4645
MN908947.3	23219	23635	SARS-CoV-2_78	3184	4645
MN908947.3	23553	23955	SARS-CoV-2_79	3430	4645
MN908947.3	23853	24258	SARS-CoV-2_80	1097	4645
MN908947.3	24171	24567	SARS-CoV-2_81	1444	4645
MN908947.3	24426	24836	SARS-CoV-2_82	1818	4645
MN908947.3	24750	25150	SARS-CoV-2_83	786	4645
MN908947.3	25051	25461	SARS-CoV-2_84	626	4645
MN908947.3	25331	25740	SARS-CoV-2_85	1051	4645
MN908947.3	25645	26050	SARS-CoV-2_86	557	4645
MN908947.3	25951	26360	SARS-CoV-2_87	795	4645
MN908947.3	26255	26661	SARS-CoV-2_88	963	4645
MN908947.3	26564	26979	SARS-CoV-2_89	4630	4645
MN908947.3	26873	27283	SARS-CoV-2_90	1253	4645
MN908947.3	27152	27560	SARS-CoV-2_91	1256	4645
MN908947.3	27447	27855	SARS-CoV-2_92	1396	4645
MN908947.3	27700	28104	SARS-CoV-2_93	1746	4645
MN908947.3	27996	28416	SARS-CoV-2_94	5724	4645
MN908947.3	28190	28598	SARS-CoV-2_95	5751	4645
MN908947.3	28512	28914	SARS-CoV-2_96	3940	4645
MN908947.3	28827	29227	SARS-CoV-2_97	4154	4645
MN908947.3	29136	29534	SARS-CoV-2_98	1574	4645
MN908947.3	29452	29854	SARS-CoV-2_99	6147	4645
MN908947.3	25	431	SARS-CoV-2_1	142	4662
MN908947.3	324	727	SARS-CoV-2_2	7644	4662
MN908947.3	644	1044	SARS-CoV-2_3	614	4662
MN908947.3	944	1362	SARS-CoV-2_4	68	4662
MN908947.3	1245	1650	SARS-CoV-2_5	102	4662
MN908947.3	1540	1948	SARS-CoV-2_6	4336	4662
MN908947.3	1851	2250	SARS-CoV-2_7	1208	4662
MN908947.3	2154	2571	SARS-CoV-2_8	4345	4662
MN908947.3	2483	2885	SARS-CoV-2_9	569	4662
MN908947.3	2826	3210	SARS-CoV-2_10	276	4662
MN908947.3	3078	3492	SARS-CoV-2_11	162	4662
MN908947.3	3390	3794	SARS-CoV-2_12	666	4662
MN908947.3	3683	4093	SARS-CoV-2_13	457	4662
MN908947.3	3992	4409	SARS-CoV-2_14	887	4662
MN908947.3	4312	4710	SARS-CoV-2_15	1368	4662
MN908947.3	4620	5017	SARS-CoV-2_16	1137	4662
MN908947.3	4923	5331	SARS-CoV-2_17	915	4662
MN908947.3	5230	5643	SARS-CoV-2_18	2906	4662
MN908947.3	5561	5957	SARS-CoV-2_19	7638	4662
MN908947.3	5867	6272	SARS-CoV-2_20	588	4662
MN908947.3	6184	6582	SARS-CoV-2_21	65	4662
MN908947.3	6478	6885	SARS-CoV-2_22	24	4662
MN908947.3	6747	7148	SARS-CoV-2_23	244	4662
MN908947.3	7057	7467	SARS-CoV-2_24	268	4662
MN908947.3	7381	7770	SARS-CoV-2_25	617	4662
MN908947.3	7672	8092	SARS-CoV-2_26	606	4662
MN908947.3	7997	8395	SARS-CoV-2_27	9925	4662
MN908947.3	8304	8714	SARS-CoV-2_28	814	4662
MN908947.3	8596	9013	SARS-CoV-2_29	2682	4662
MN908947.3	8919	9329	SARS-CoV-2_30	1974	4662
MN908947.3	9168	9564	SARS-CoV-2_31	709	4662
MN908947.3	9470	9866	SARS-CoV-2_32	1585	4662
MN908947.3	9782	10176	SARS-CoV-2_33	458	4662
MN908947.3	10076	10491	SARS-CoV-2_34	292	4662
MN908947.3	10393	10810	SARS-CoV-2_35	955	4662
MN908947.3	10713	11116	SARS-CoV-2_36	328	4662
MN908947.3	11000	11414	SARS-CoV-2_37	363	4662
MN908947.3	11305	11720	SARS-CoV-2_38	2292	4662
MN908947.3	11624	12033	SARS-CoV-2_39	321	4662
MN908947.3	11937	12339	SARS-CoV-2_40	286	4662
MN908947.3	12234	12643	SARS-CoV-2_41	8451	4662
MN908947.3	12519	12920	SARS-CoV-2_42	3298	4662
MN908947.3	12831	13240	SARS-CoV-2_43	248	4662
MN908947.3	13124	13528	SARS-CoV-2_44	4102	4662
MN908947.3	13463	13859	SARS-CoV-2_45	1996	4662
MN908947.3	13752	14144	SARS-CoV-2_46	409	4662
MN908947.3	14045	14457	SARS-CoV-2_47	365	4662
MN908947.3	14338	14743	SARS-CoV-2_48	182	4662
MN908947.3	14647	15050	SARS-CoV-2_49	1454	4662
MN908947.3	14953	15358	SARS-CoV-2_50	1967	4662
MN908947.3	15214	15619	SARS-CoV-2_51	2170	4662
MN908947.3	15535	15941	SARS-CoV-2_52	336	4662
MN908947.3	15855	16260	SARS-CoV-2_53	695	4662
MN908947.3	16112	16508	SARS-CoV-2_54	1678	4662
MN908947.3	16386	16796	SARS-CoV-2_55	3224	4662
MN908947.3	16692	17105	SARS-CoV-2_56	8930	4662
MN908947.3	16986	17405	SARS-CoV-2_57	2666	4662
MN908947.3	17323	17711	SARS-CoV-2_58	2716	4662
MN908947.3	17615	18022	SARS-CoV-2_59	5001	4662
MN908947.3	17911	18328	SARS-CoV-2_60	2129	4662
MN908947.3	18244	18652	SARS-CoV-2_61	1529	4662
MN908947.3	18550	18961	SARS-CoV-2_62	918	4662
MN908947.3	18869	19277	SARS-CoV-2_63	494	4662
MN908947.3	19183	19586	SARS-CoV-2_64	929	4662
MN908947.3	19485	19901	SARS-CoV-2_65	969	4662
MN908947.3	19810	20216	SARS-CoV-2_66	2437	4662
MN908947.3	20090	20497	SARS-CoV-2_67	1202	4662
MN908947.3	20377	20792	SARS-CoV-2_68	1856	4662
MN908947.3	20677	21080	SARS-CoV-2_69	453	4662
MN908947.3	20988	21387	SARS-CoV-2_70	431	4662
MN908947.3	21294	21700	SARS-CoV-2_71	4026	4662
MN908947.3	21532	21933	SARS-CoV-2_72	67	4662
MN908947.3	21865	22274	SARS-CoV-2_73	243	4662
MN908947.3	22091	22503	SARS-CoV-2_74	202	4662
MN908947.3	22402	22805	SARS-CoV-2_75	22	4662
MN908947.3	22648	23057	SARS-CoV-2_76	392	4662
MN908947.3	22944	23351	SARS-CoV-2_77	1746	4662
MN908947.3	23219	23635	SARS-CoV-2_78	2946	4662
MN908947.3	23553	23955	SARS-CoV-2_79	6109	4662
MN908947.3	23853	24258	SARS-CoV-2_80	1012	4662
MN908947.3	24171	24567	SARS-CoV-2_81	1206	4662
MN908947.3	24426	24836	SARS-CoV-2_82	1500	4662
MN908947.3	24750	25150	SARS-CoV-2_83	180	4662
MN908947.3	25051	25461	SARS-CoV-2_84	367	4662
MN908947.3	25331	25740	SARS-CoV-2_85	342	4662
MN908947.3	25645	26050	SARS-CoV-2_86	81	4662
MN908947.3	25951	26360	SARS-CoV-2_87	252	4662
MN908947.3	26255	26661	SARS-CoV-2_88	306	4662
MN908947.3	26564	26979	SARS-CoV-2_89	4770	4662
MN908947.3	26873	27283	SARS-CoV-2_90	464	4662
MN908947.3	27152	27560	SARS-CoV-2_91	317	4662
MN908947.3	27447	27855	SARS-CoV-2_92	480	4662
MN908947.3	27700	28104	SARS-CoV-2_93	1094	4662
MN908947.3	27996	28416	SARS-CoV-2_94	4348	4662
MN908947.3	28190	28598	SARS-CoV-2_95	3492	4662
MN908947.3	28512	28914	SARS-CoV-2_96	1321	4662
MN908947.3	28827	29227	SARS-CoV-2_97	992	4662
MN908947.3	29136	29534	SARS-CoV-2_98	651	4662
MN908947.3	29452	29854	SARS-CoV-2_99	2601	4662
MN908947.3	25	431	SARS-CoV-2_1	1080	4581
MN908947.3	324	727	SARS-CoV-2_2	33684	4581
MN908947.3	644	1044	SARS-CoV-2_3	4044	4581
MN908947.3	944	1362	SARS-CoV-2_4	2284	4581
MN908947.3	1245	1650	SARS-CoV-2_5	3449	4581
MN908947.3	1540	1948	SARS-CoV-2_6	13668	4581
MN908947.3	1851	2250	SARS-CoV-2_7	3956	4581
MN908947.3	2154	2571	SARS-CoV-2_8	9060	4581
MN908947.3	2483	2885	SARS-CoV-2_9	2121	4581
MN908947.3	2826	3210	SARS-CoV-2_10	1485	4581
MN908947.3	3078	3492	SARS-CoV-2_11	1145	4581
MN908947.3	3390	3794	SARS-CoV-2_12	1846	4581
MN908947.3	3683	4093	SARS-CoV-2_13	1308	4581
MN908947.3	3992	4409	SARS-CoV-2_14	1413	4581
MN908947.3	4312	4710	SARS-CoV-2_15	4306	4581
MN908947.3	4620	5017	SARS-CoV-2_16	5365	4581
MN908947.3	4923	5331	SARS-CoV-2_17	6279	4581
MN908947.3	5230	5643	SARS-CoV-2_18	6305	4581
MN908947.3	5561	5957	SARS-CoV-2_19	19000	4581
MN908947.3	5867	6272	SARS-CoV-2_20	1270	4581
MN908947.3	6184	6582	SARS-CoV-2_21	760	4581
MN908947.3	6478	6885	SARS-CoV-2_22	993	4581
MN908947.3	6747	7148	SARS-CoV-2_23	1214	4581
MN908947.3	7057	7467	SARS-CoV-2_24	1126	4581
MN908947.3	7381	7770	SARS-CoV-2_25	2612	4581
MN908947.3	7672	8092	SARS-CoV-2_26	3680	4581
MN908947.3	7997	8395	SARS-CoV-2_27	15822	4581
MN908947.3	8304	8714	SARS-CoV-2_28	2982	4581
MN908947.3	8596	9013	SARS-CoV-2_29	5213	4581
MN908947.3	8919	9329	SARS-CoV-2_30	3757	4581
MN908947.3	9168	9564	SARS-CoV-2_31	2289	4581
MN908947.3	9470	9866	SARS-CoV-2_32	4216	4581
MN908947.3	9782	10176	SARS-CoV-2_33	1494	4581
MN908947.3	10076	10491	SARS-CoV-2_34	1142	4581
MN908947.3	10393	10810	SARS-CoV-2_35	1874	4581
MN908947.3	10713	11116	SARS-CoV-2_36	1274	4581
MN908947.3	11000	11414	SARS-CoV-2_37	1619	4581
MN908947.3	11305	11720	SARS-CoV-2_38	5591	4581
MN908947.3	11624	12033	SARS-CoV-2_39	1691	4581
MN908947.3	11937	12339	SARS-CoV-2_40	1208	4581
MN908947.3	12234	12643	SARS-CoV-2_41	11677	4581
MN908947.3	12519	12920	SARS-CoV-2_42	9135	4581
MN908947.3	12831	13240	SARS-CoV-2_43	2587	4581
MN908947.3	13124	13528	SARS-CoV-2_44	7113	4581
MN908947.3	13463	13859	SARS-CoV-2_45	3266	4581
MN908947.3	13752	14144	SARS-CoV-2_46	2064	4581
MN908947.3	14045	14457	SARS-CoV-2_47	1623	4581
MN908947.3	14338	14743	SARS-CoV-2_48	1254	4581
MN908947.3	14647	15050	SARS-CoV-2_49	2260	4581
MN908947.3	14953	15358	SARS-CoV-2_50	2952	4581
MN908947.3	15214	15619	SARS-CoV-2_51	4365	4581
MN908947.3	15535	15941	SARS-CoV-2_52	1682	4581
MN908947.3	15855	16260	SARS-CoV-2_53	2765	4581
MN908947.3	16112	16508	SARS-CoV-2_54	5444	4581
MN908947.3	16386	16796	SARS-CoV-2_55	11862	4581
MN908947.3	16692	17105	SARS-CoV-2_56	12964	4581
MN908947.3	16986	17405	SARS-CoV-2_57	6380	4581
MN908947.3	17323	17711	SARS-CoV-2_58	5573	4581
MN908947.3	17615	18022	SARS-CoV-2_59	8807	4581
MN908947.3	17911	18328	SARS-CoV-2_60	4929	4581
MN908947.3	18244	18652	SARS-CoV-2_61	4534	4581
MN908947.3	18550	18961	SARS-CoV-2_62	1668	4581
MN908947.3	18869	19277	SARS-CoV-2_63	1432	4581
MN908947.3	19183	19586	SARS-CoV-2_64	794	4581
MN908947.3	19485	19901	SARS-CoV-2_65	1357	4581
MN908947.3	19810	20216	SARS-CoV-2_66	3709	4581
MN908947.3	20090	20497	SARS-CoV-2_67	2379	4581
MN908947.3	20377	20792	SARS-CoV-2_68	3664	4581
MN908947.3	20677	21080	SARS-CoV-2_69	1410	4581
MN908947.3	20988	21387	SARS-CoV-2_70	1521	4581
MN908947.3	21294	21700	SARS-CoV-2_71	5889	4581
MN908947.3	21532	21933	SARS-CoV-2_72	1105	4581
MN908947.3	21865	22274	SARS-CoV-2_73	818	4581
MN908947.3	22091	22503	SARS-CoV-2_74	677	4581
MN908947.3	22402	22805	SARS-CoV-2_75	517	4581
MN908947.3	22648	23057	SARS-CoV-2_76	888	4581
MN908947.3	22944	23351	SARS-CoV-2_77	2412	4581
MN908947.3	23219	23635	SARS-CoV-2_78	4467	4581
MN908947.3	23553	23955	SARS-CoV-2_79	5629	4581
MN908947.3	23853	24258	SARS-CoV-2_80	1585	4581
MN908947.3	24171	24567	SARS-CoV-2_81	2489	4581
MN908947.3	24426	24836	SARS-CoV-2_82	3152	4581
MN908947.3	24750	25150	SARS-CoV-2_83	875	4581
MN908947.3	25051	25461	SARS-CoV-2_84	710	4581
MN908947.3	25331	25740	SARS-CoV-2_85	1268	4581
MN908947.3	25645	26050	SARS-CoV-2_86	563	4581
MN908947.3	25951	26360	SARS-CoV-2_87	1017	4581
MN908947.3	26255	26661	SARS-CoV-2_88	1248	4581
MN908947.3	26564	26979	SARS-CoV-2_89	8244	4581
MN908947.3	26873	27283	SARS-CoV-2_90	1759	4581
MN908947.3	27152	27560	SARS-CoV-2_91	1383	4581
MN908947.3	27447	27855	SARS-CoV-2_92	1864	4581
MN908947.3	27700	28104	SARS-CoV-2_93	2516	4581
MN908947.3	27996	28416	SARS-CoV-2_94	7266	4581
MN908947.3	28190	28598	SARS-CoV-2_95	6560	4581
MN908947.3	28512	28914	SARS-CoV-2_96	7175	4581
MN908947.3	28827	29227	SARS-CoV-2_97	5860	4581
MN908947.3	29136	29534	SARS-CoV-2_98	1742	4581
MN908947.3	29452	29854	SARS-CoV-2_99	7598	4581
MN908947.3	25	431	SARS-CoV-2_1	18	4649
MN908947.3	324	727	SARS-CoV-2_2	570	4649
MN908947.3	644	1044	SARS-CoV-2_3	14	4649
MN908947.3	944	1362	SARS-CoV-2_4	285	4649
MN908947.3	1245	1650	SARS-CoV-2_5	441	4649
MN908947.3	1540	1948	SARS-CoV-2_6	779	4649
MN908947.3	1851	2250	SARS-CoV-2_7	285	4649
MN908947.3	2154	2571	SARS-CoV-2_8	599	4649
MN908947.3	2483	2885	SARS-CoV-2_9	54	4649
MN908947.3	2826	3210	SARS-CoV-2_10	37	4649
MN908947.3	3078	3492	SARS-CoV-2_11	30	4649
MN908947.3	3390	3794	SARS-CoV-2_12	32	4649
MN908947.3	3683	4093	SARS-CoV-2_13	119	4649
MN908947.3	3992	4409	SARS-CoV-2_14	70	4649
MN908947.3	4312	4710	SARS-CoV-2_15	291	4649
MN908947.3	4620	5017	SARS-CoV-2_16	237	4649
MN908947.3	4923	5331	SARS-CoV-2_17	52	4649
MN908947.3	5230	5643	SARS-CoV-2_18	380	4649
MN908947.3	5561	5957	SARS-CoV-2_19	1352	4649
MN908947.3	5867	6272	SARS-CoV-2_20	82	4649
MN908947.3	6184	6582	SARS-CoV-2_21	36	4649
MN908947.3	6478	6885	SARS-CoV-2_22	25	4649
MN908947.3	6747	7148	SARS-CoV-2_23	46	4649
MN908947.3	7057	7467	SARS-CoV-2_24	43	4649
MN908947.3	7381	7770	SARS-CoV-2_25	11	4649
MN908947.3	7672	8092	SARS-CoV-2_26	106	4649
MN908947.3	7997	8395	SARS-CoV-2_27	1249	4649
MN908947.3	8304	8714	SARS-CoV-2_28	128	4649
MN908947.3	8596	9013	SARS-CoV-2_29	132	4649
MN908947.3	8919	9329	SARS-CoV-2_30	66	4649
MN908947.3	9168	9564	SARS-CoV-2_31	126	4649
MN908947.3	9470	9866	SARS-CoV-2_32	241	4649
MN908947.3	9782	10176	SARS-CoV-2_33	169	4649
MN908947.3	10076	10491	SARS-CoV-2_34	19	4649
MN908947.3	10393	10810	SARS-CoV-2_35	11	4649
MN908947.3	10713	11116	SARS-CoV-2_36	24	4649
MN908947.3	11000	11414	SARS-CoV-2_37	37	4649
MN908947.3	11305	11720	SARS-CoV-2_38	352	4649
MN908947.3	11624	12033	SARS-CoV-2_39	191	4649
MN908947.3	11937	12339	SARS-CoV-2_40	96	4649
MN908947.3	12234	12643	SARS-CoV-2_41	887	4649
MN908947.3	12519	12920	SARS-CoV-2_42	1109	4649
MN908947.3	12831	13240	SARS-CoV-2_43	312	4649
MN908947.3	13124	13528	SARS-CoV-2_44	616	4649
MN908947.3	13463	13859	SARS-CoV-2_45	243	4649
MN908947.3	13752	14144	SARS-CoV-2_46	20	4649
MN908947.3	14045	14457	SARS-CoV-2_47	41	4649
MN908947.3	14338	14743	SARS-CoV-2_48	60	4649
MN908947.3	14647	15050	SARS-CoV-2_49	92	4649
MN908947.3	14953	15358	SARS-CoV-2_50	112	4649
MN908947.3	15214	15619	SARS-CoV-2_51	28	4649
MN908947.3	15535	15941	SARS-CoV-2_52	127	4649
MN908947.3	15855	16260	SARS-CoV-2_53	83	4649
MN908947.3	16112	16508	SARS-CoV-2_54	558	4649
MN908947.3	16386	16796	SARS-CoV-2_55	825	4649
MN908947.3	16692	17105	SARS-CoV-2_56	699	4649
MN908947.3	16986	17405	SARS-CoV-2_57	697	4649
MN908947.3	17323	17711	SARS-CoV-2_58	663	4649
MN908947.3	17615	18022	SARS-CoV-2_59	1705	4649
MN908947.3	17911	18328	SARS-CoV-2_60	649	4649
MN908947.3	18244	18652	SARS-CoV-2_61	635	4649
MN908947.3	18550	18961	SARS-CoV-2_62	78	4649
MN908947.3	18869	19277	SARS-CoV-2_63	69	4649
MN908947.3	19183	19586	SARS-CoV-2_64	488	4649
MN908947.3	19485	19901	SARS-CoV-2_65	257	4649
MN908947.3	19810	20216	SARS-CoV-2_66	232	4649
MN908947.3	20090	20497	SARS-CoV-2_67	113	4649
MN908947.3	20377	20792	SARS-CoV-2_68	725	4649
MN908947.3	20677	21080	SARS-CoV-2_69	138	4649
MN908947.3	20988	21387	SARS-CoV-2_70	186	4649
MN908947.3	21294	21700	SARS-CoV-2_71	769	4649
MN908947.3	21532	21933	SARS-CoV-2_72	100	4649
MN908947.3	21865	22274	SARS-CoV-2_73	25	4649
MN908947.3	22091	22503	SARS-CoV-2_74	23	4649
MN908947.3	22402	22805	SARS-CoV-2_75	14	4649
MN908947.3	22648	23057	SARS-CoV-2_76	20	4649
MN908947.3	22944	23351	SARS-CoV-2_77	22	4649
MN908947.3	23219	23635	SARS-CoV-2_78	421	4649
MN908947.3	23553	23955	SARS-CoV-2_79	121	4649
MN908947.3	23853	24258	SARS-CoV-2_80	44	4649
MN908947.3	24171	24567	SARS-CoV-2_81	292	4649
MN908947.3	24426	24836	SARS-CoV-2_82	287	4649
MN908947.3	24750	25150	SARS-CoV-2_83	190	4649
MN908947.3	25051	25461	SARS-CoV-2_84	12	4649
MN908947.3	25331	25740	SARS-CoV-2_85	74	4649
MN908947.3	25645	26050	SARS-CoV-2_86	29	4649
MN908947.3	25951	26360	SARS-CoV-2_87	164	4649
MN908947.3	26255	26661	SARS-CoV-2_88	216	4649
MN908947.3	26564	26979	SARS-CoV-2_89	1215	4649
MN908947.3	26873	27283	SARS-CoV-2_90	205	4649
MN908947.3	27152	27560	SARS-CoV-2_91	183	4649
MN908947.3	27447	27855	SARS-CoV-2_92	53	4649
MN908947.3	27700	28104	SARS-CoV-2_93	378	4649
MN908947.3	27996	28416	SARS-CoV-2_94	841	4649
MN908947.3	28190	28598	SARS-CoV-2_95	920	4649
MN908947.3	28512	28914	SARS-CoV-2_96	383	4649
MN908947.3	28827	29227	SARS-CoV-2_97	347	4649
MN908947.3	29136	29534	SARS-CoV-2_98	139	4649
MN908947.3	29452	29854	SARS-CoV-2_99	1070	4649
MN908947.3	25	431	SARS-CoV-2_1	1	3165
MN908947.3	324	727	SARS-CoV-2_2	6255	3165
MN908947.3	644	1044	SARS-CoV-2_3	656	3165
MN908947.3	944	1362	SARS-CoV-2_4	652	3165
MN908947.3	1245	1650	SARS-CoV-2_5	41	3165
MN908947.3	1540	1948	SARS-CoV-2_6	48	3165
MN908947.3	1851	2250	SARS-CoV-2_7	107	3165
MN908947.3	2154	2571	SARS-CoV-2_8	3503	3165
MN908947.3	2483	2885	SARS-CoV-2_9	8	3165
MN908947.3	2826	3210	SARS-CoV-2_10	5	3165
MN908947.3	3078	3492	SARS-CoV-2_11	5	3165
MN908947.3	3390	3794	SARS-CoV-2_12	3	3165
MN908947.3	3683	4093	SARS-CoV-2_13	0	3165
MN908947.3	3992	4409	SARS-CoV-2_14	672	3165
MN908947.3	4312	4710	SARS-CoV-2_15	2	3165
MN908947.3	4620	5017	SARS-CoV-2_16	247	3165
MN908947.3	4923	5331	SARS-CoV-2_17	2	3165
MN908947.3	5230	5643	SARS-CoV-2_18	11557	3165
MN908947.3	5561	5957	SARS-CoV-2_19	91	3165
MN908947.3	5867	6272	SARS-CoV-2_20	0	3165
MN908947.3	6184	6582	SARS-CoV-2_21	0	3165
MN908947.3	6478	6885	SARS-CoV-2_22	0	3165
MN908947.3	6747	7148	SARS-CoV-2_23	0	3165
MN908947.3	7057	7467	SARS-CoV-2_24	0	3165
MN908947.3	7381	7770	SARS-CoV-2_25	11	3165
MN908947.3	7672	8092	SARS-CoV-2_26	4	3165
MN908947.3	7997	8395	SARS-CoV-2_27	1	3165
MN908947.3	8304	8714	SARS-CoV-2_28	0	3165
MN908947.3	8596	9013	SARS-CoV-2_29	0	3165
MN908947.3	8919	9329	SARS-CoV-2_30	0	3165
MN908947.3	9168	9564	SARS-CoV-2_31	0	3165
